row,title,url,doi,domain,publisher_hint,access_group,item_kind_hint,tags,evaluation,inspiration,author_info,features,conclusions,useful_figures_data,notes
45,,,,,unknown,title_or_note_only,article_candidate,,,,孔隙度和孔隙结构的表征和分析,孔隙测试方法的综述，包括各种测试方法,,,"作者信息: 孔隙度和孔隙结构的表征和分析
特点: 孔隙测试方法的综述，包括各种测试方法"
46,Effect of Different Cooling Treatments on the Tensile Properties and Fracture Modes of Granite Heated at Different Temperatures | Natural Resources Research (springer.com),https://link.springer.com/article/10.1007/s11053-022-10027-w,10.1007/s11053-022-10027-w,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,液氮的莱顿弗罗斯特效应,,不同冷却处理对不同温度加热花岗岩拉伸性能及断裂模式的影响,花岗岩水、液氮热冲击后的巴西劈裂试验，测试了断面粗糙度，研究声发射、抗拉强度,157℃是转折点，小于这一温度时，液氮损伤严重，大于这一温度，水冷损伤严重。大于这一温度时，莱顿弗罗斯特效应影响严重，需要对液氮流动状态或者材料表面状态进行改造以提高液氮的损伤效果,,"评价: 液氮的莱顿弗罗斯特效应
作者信息: 不同冷却处理对不同温度加热花岗岩拉伸性能及断裂模式的影响
特点: 花岗岩水、液氮热冲击后的巴西劈裂试验，测试了断面粗糙度，研究声发射、抗拉强度
结论: 157℃是转折点，小于这一温度时，液氮损伤严重，大于这一温度，水冷损伤严重。大于这一温度时，莱顿弗罗斯特效应影响严重，需要对液氮流动状态或者材料表面状态进行改造以提高液氮的损伤效果"
47,Variations in Stress Thresholds for Heated Granite Subjected to Rapid Cooling under Different Confining Pressures | Natural Resources Research (springer.com),https://link.springer.com/article/10.1007/s11053-022-10098-9,10.1007/s11053-022-10098-9,link.springer.com,Springer,auto_pdf_candidate,article_candidate,启发：在我的论文模拟中同时引入导热系数和热膨胀系数的非均质（采用同一个非均质函数，写入两个解析函数中代表热膨胀系数和导热系数）,液氮的莱顿弗罗斯特效应,,不同围压下快速冷却加热花岗岩应力阈值的变化,液氮、水热冲击处理花岗岩（25 200 400），分析不同围压下，力学强度的响应。他的结论是液氮热冲击强度低于水，理由是有莱顿弗罗斯特效应，换热不充分,模拟参考：水的温度和传热系数设定为25 °C，1000 W/（m2·K），分别（Tang 等人，2020 年）。液氮的温度和传热系数设定为−196 °C，100 W/（m2·K），分别（Tang 等人，2020 年）,,"标记: 启发：在我的论文模拟中同时引入导热系数和热膨胀系数的非均质（采用同一个非均质函数，写入两个解析函数中代表热膨胀系数和导热系数）
评价: 液氮的莱顿弗罗斯特效应
作者信息: 不同围压下快速冷却加热花岗岩应力阈值的变化
特点: 液氮、水热冲击处理花岗岩（25 200 400），分析不同围压下，力学强度的响应。他的结论是液氮热冲击强度低于水，理由是有莱顿弗罗斯特效应，换热不充分
结论: 模拟参考：水的温度和传热系数设定为25 °C，1000 W/（m2·K），分别（Tang 等人，2020 年）。液氮的温度和传热系数设定为−196 °C，100 W/（m2·K），分别（Tang 等人，2020 年）"
49,,,,,unknown,title_or_note_only,article_candidate,,思考如何使液氮冲击更剧烈,,"抑制 1,000 °C 以上的莱顿弗罗斯特效应，实现持续热冷却",改变表面纹理，来解决1000℃以上的莱顿弗罗斯特效应,,,"评价: 思考如何使液氮冲击更剧烈
作者信息: 抑制 1,000 °C 以上的莱顿弗罗斯特效应，实现持续热冷却
特点: 改变表面纹理，来解决1000℃以上的莱顿弗罗斯特效应"
50,Factors affecting pore structure of granite under cyclic heating and cooling: A nuclear magnetic resonance investigation - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0375650521001589,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,研究比较深入，值得参考分析。。这篇文章对于高温下矿物的变化的描述很仔细，可以参考,我发现他们做核磁的，都会研究孔径分布、孔径分形、和基于核磁的渗透性。多次循环热冲击以后效果不明显，不是因为热破裂阻止了进一步的热冲击，这样说不合理，因为热破裂的发生会导致导热性能降低、裂缝的存在会给冷却水提供渗流通道，这都会加强热冲击破裂的程度，要解释循环热冲击造成的衰减变小，需要从别的角度解释,,循环加热和冷却作用下影响花岗岩孔隙结构的因素研究,花岗岩循环加热冷却，空气缓慢冷却、风扇空冷、20℃初始条件水冷、20℃循环冷却、75℃水冷；核磁研究孔隙率，及孔径分布，基于核磁可以推断渗透率；孔隙分形；测了波速，基于波速研究损伤。讨论了：冷却速度快慢对热冲击应力的影响；认为循环冲击产生的破碎边界会阻止热的传递，也就是阻止了进一步热冲击破坏,同样的，和范立峰引用了相同的脆性材料热冲击最大拉应力的公式，这个公式引入了考虑传热快慢的因素fβ。,,"标记: 研究比较深入，值得参考分析。。这篇文章对于高温下矿物的变化的描述很仔细，可以参考
评价: 我发现他们做核磁的，都会研究孔径分布、孔径分形、和基于核磁的渗透性。多次循环热冲击以后效果不明显，不是因为热破裂阻止了进一步的热冲击，这样说不合理，因为热破裂的发生会导致导热性能降低、裂缝的存在会给冷却水提供渗流通道，这都会加强热冲击破裂的程度，要解释循环热冲击造成的衰减变小，需要从别的角度解释
作者信息: 循环加热和冷却作用下影响花岗岩孔隙结构的因素研究
特点: 花岗岩循环加热冷却，空气缓慢冷却、风扇空冷、20℃初始条件水冷、20℃循环冷却、75℃水冷；核磁研究孔隙率，及孔径分布，基于核磁可以推断渗透率；孔隙分形；测了波速，基于波速研究损伤。讨论了：冷却速度快慢对热冲击应力的影响；认为循环冲击产生的破碎边界会阻止热的传递，也就是阻止了进一步热冲击破坏
结论: 同样的，和范立峰引用了相同的脆性材料热冲击最大拉应力的公式，这个公式引入了考虑传热快慢的因素fβ。"
51,Analysis and prediction of thermal shock in brittle materials - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1359645400000112,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,fβ的原始文献,fβ=1/(a/(L1*H1/K1)+b-c*2.71828^(-d/(L1*H1/K1)))        σtmax=fβ*E1*A1*(T0-T1)/(1-V1),,脆性材料热冲击的分析与预测,提出了计算热冲击时边界处最大拉应力的公式,,,"标记: fβ的原始文献
评价: fβ=1/(a/(L1*H1/K1)+b-c*2.71828^(-d/(L1*H1/K1)))        σtmax=fβ*E1*A1*(T0-T1)/(1-V1)
作者信息: 脆性材料热冲击的分析与预测
特点: 提出了计算热冲击时边界处最大拉应力的公式"
52,不同冷却速率下干热花岗岩渗透率演化特征对比研究 - 中国知网 (cnki.net),https://kns.cnki.net/kcms2/article/abstract?v=fCqJ37DMrBmVFLbPALmoK9Tnx-1kHB6irKuYBFHkYnrPWxE0VoKcZBkZdNq3WDFavas-d8JQvYb3mdy-Q3zqBk6iLUCCrBDcmmm0A40OQG8h6EHV66suVA==&uniplatform=NZKPT,,kns.cnki.net,CNKI,manual_or_institution_required,article_candidate,值得参考！,不同矿物的膨胀系数不同、相同矿物的不同方向膨胀系数不同、石英相变体积膨胀、金属键断裂产生微小缺陷。详情参考文章的讨论第一部分,,不同冷却速率下干热花岗岩渗透率演化特征对比研究,花岗岩热冲击、空冷下的：渗透性、显微薄片的裂缝统计、CT的体积孔隙率变化，讨论了：高温、热冲击、围压对渗透性的影响,,,"标记: 值得参考！
评价: 不同矿物的膨胀系数不同、相同矿物的不同方向膨胀系数不同、石英相变体积膨胀、金属键断裂产生微小缺陷。详情参考文章的讨论第一部分
作者信息: 不同冷却速率下干热花岗岩渗透率演化特征对比研究
特点: 花岗岩热冲击、空冷下的：渗透性、显微薄片的裂缝统计、CT的体积孔隙率变化，讨论了：高温、热冲击、围压对渗透性的影响"
53,Changes in thermomechanical properties due to air and water cooling of hot dry granite rocks under unconfined compression - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0960148121001865,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,总结了大量的空冷水冷数据文献,,无约束压缩条件下热干花岗岩空冷和水冷引起的热机械特性变化,花岗岩不同温度 空冷水冷  热冲击单轴压缩，波速、强度、显微切片统计裂缝参数。讨论中：总结了大量的空冷水冷数据，采用杨氏模量、波速作为损伤变量对破坏程度进行表征，波速对温度更敏感,,,"评价: 总结了大量的空冷水冷数据文献
作者信息: 无约束压缩条件下热干花岗岩空冷和水冷引起的热机械特性变化
特点: 花岗岩不同温度 空冷水冷  热冲击单轴压缩，波速、强度、显微切片统计裂缝参数。讨论中：总结了大量的空冷水冷数据，采用杨氏模量、波速作为损伤变量对破坏程度进行表征，波速对温度更敏感"
54,,,,,unknown,title_or_note_only,article_candidate,重要综述参考,朱振南的综述也很全面,,花岗岩在增强型地热系统（EGSs）中的力学响应研究进展,非常全面的对岩石热冲击进行了综述总结,,,"标记: 重要综述参考
评价: 朱振南的综述也很全面
作者信息: 花岗岩在增强型地热系统（EGSs）中的力学响应研究进展
特点: 非常全面的对岩石热冲击进行了综述总结"
55,,,,,unknown,title_or_note_only,article_candidate,实时高温、热冲击、缓慢冷却的对比,缓慢冷却的强度高于实时高温，热冲击在600℃前比实时高温低一点，600以后随着温度的升高，强度的衰减更大。,,富含粘土的砂岩在极端温度下进行冷却处理后的热力学行为实验研究,进行了砂岩实时高温-高温空冷-高温水冷的对比试验，力学强度、声发射。结合SEM、XRD，对矿物成分的分析还是比较细致的,缓慢冷却和热冲击冷却在600℃以后都有明显下降，而实时高温降幅非常小,,"标记: 实时高温、热冲击、缓慢冷却的对比
评价: 缓慢冷却的强度高于实时高温，热冲击在600℃前比实时高温低一点，600以后随着温度的升高，强度的衰减更大。
作者信息: 富含粘土的砂岩在极端温度下进行冷却处理后的热力学行为实验研究
特点: 进行了砂岩实时高温-高温空冷-高温水冷的对比试验，力学强度、声发射。结合SEM、XRD，对矿物成分的分析还是比较细致的
结论: 缓慢冷却和热冲击冷却在600℃以后都有明显下降，而实时高温降幅非常小"
56,,,,,unknown,title_or_note_only,article_candidate,,花岗岩晶粒对热冲击的影响,,冷却速率对不同粒径加热Strathbogie花岗岩力学性能的影响,由大到小三种粒径的花岗岩进行高温（200-800）热冲击（空冷水冷）试验，测得试验后的力学强度,,,"评价: 花岗岩晶粒对热冲击的影响
作者信息: 冷却速率对不同粒径加热Strathbogie花岗岩力学性能的影响
特点: 由大到小三种粒径的花岗岩进行高温（200-800）热冲击（空冷水冷）试验，测得试验后的力学强度"
57,Mechanical properties of Qinling biotite granite after high temperature treatment - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160914001804,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,秦岭黑云母花岗岩高温处理后的力学性能,高温缓慢冷却后秦岭花岗岩的：波速变化、力学强度、动力学响应,,,"作者信息: 秦岭黑云母花岗岩高温处理后的力学性能
特点: 高温缓慢冷却后秦岭花岗岩的：波速变化、力学强度、动力学响应"
58,Saturated heating and quenching of three crustal rocks and implications for thermal stimulation of permeability in geothermal reservoirs - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160915300526,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,空冷、水冷 对渗透性的改变的具体参数（超级大）,,三种地壳岩石的饱和加热和淬火及其对地热储层渗透性热刺激的影响,对比了热冲击和缓慢加热下、Lanhelin花岗闪长岩、霍尔斯韦尔玄武岩、阿兰代尔流纹岩，孔隙率、声发射、显微镜SEM、渗透性,渗透性变化的差异超级大,,"评价: 空冷、水冷 对渗透性的改变的具体参数（超级大）
作者信息: 三种地壳岩石的饱和加热和淬火及其对地热储层渗透性热刺激的影响
特点: 对比了热冲击和缓慢加热下、Lanhelin花岗闪长岩、霍尔斯韦尔玄武岩、阿兰代尔流纹岩，孔隙率、声发射、显微镜SEM、渗透性
结论: 渗透性变化的差异超级大"
59,Real-Time Visual Analysis of the Microcracking Behavior of Thermally Damaged Granite Under Uniaxial Loading | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-021-02639-0,10.1007/s00603-021-02639-0,link.springer.com,Springer,auto_pdf_candidate,article_candidate,UCS的实时CT扫描,热冲击冷却后试件的UCS CT实时观察,,单轴荷载下热损伤花岗岩微裂纹行为的实时可视化分析,热冲击花岗岩的UCS实时CT研究，研究了3d孔隙、两个方向的切片二维裂缝分布，最后对比了未处理的实时CT破坏形式,,,"标记: UCS的实时CT扫描
评价: 热冲击冷却后试件的UCS CT实时观察
作者信息: 单轴荷载下热损伤花岗岩微裂纹行为的实时可视化分析
特点: 热冲击花岗岩的UCS实时CT研究，研究了3d孔隙、两个方向的切片二维裂缝分布，最后对比了未处理的实时CT破坏形式"
60,The effects of thermal treatments on the fatigue crack growth of Beishan granite: an in situ observation study | Bulletin of Engineering Geology and the Environment (springer.com),https://link.springer.com/article/10.1007/s10064-020-01966-w,10.1007/s10064-020-01966-w,link.springer.com,Springer,auto_pdf_candidate,article_candidate,新技术手段,高温处理自然冷却后，与力学试验同步的实时SEM,,热处理对北山花岗岩疲劳裂纹扩展的影响：原位观察研究,高温后的UCS、2 Hz 的正弦循环载荷。,,,"标记: 新技术手段
评价: 高温处理自然冷却后，与力学试验同步的实时SEM
作者信息: 热处理对北山花岗岩疲劳裂纹扩展的影响：原位观察研究
特点: 高温后的UCS、2 Hz 的正弦循环载荷。"
61,A Real-Time Visual Investigation on Microscopic Progressive Fatigue Deterioration of Granite Under Cyclic Loading | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-023-03326-y,10.1007/s00603-023-03326-y,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,花岗岩疲劳破坏的实时CT研究,,循环荷载作用下花岗岩微观渐进式疲劳劣化实时视觉研究,循环加卸载的实时CT,,实时高温状态下的疲劳破坏（循环加卸载）、热冲击处理后的循环加卸载？是否有人研究？,"评价: 花岗岩疲劳破坏的实时CT研究
作者信息: 循环荷载作用下花岗岩微观渐进式疲劳劣化实时视觉研究
特点: 循环加卸载的实时CT
可供参考的图和数据: 实时高温状态下的疲劳破坏（循环加卸载）、热冲击处理后的循环加卸载？是否有人研究？"
62,Changes in the thermodynamic properties of alkaline granite after cyclic quenching following high temperature action - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S2095268621000835?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,循环热冲击/拟合了  波速/导热系数-温度-循环次数的关系,,高温作用后循环淬火后碱性花岗岩热力学性质的变化,花岗岩水中循环热冲击，处理后的波速、导热系数、UCS。讨论了热冲击破裂的原因：1.热膨胀（同种矿物不同方向的膨胀系数不同，不同矿物的膨胀系数不同）；2. 温度梯度导致的热破裂。,,,"评价: 循环热冲击/拟合了  波速/导热系数-温度-循环次数的关系
作者信息: 高温作用后循环淬火后碱性花岗岩热力学性质的变化
特点: 花岗岩水中循环热冲击，处理后的波速、导热系数、UCS。讨论了热冲击破裂的原因：1.热膨胀（同种矿物不同方向的膨胀系数不同，不同矿物的膨胀系数不同）；2. 温度梯度导致的热破裂。"
63,Study on the Effect of Sandstone Microscopic Damage and Dynamic Compressive Properties After Heat Treatment | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-021-02733-3,10.1007/s00603-021-02733-3,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,可引用：在损伤本构模型方面，大多数学者使用高温后变化的物理参数（孔隙率、波速、弹性模量、CT数、导热系数、密度和体积）来建立损伤因子（Li et al. 2021-Thermal damage effect on the thermal conductivity inhomogeneity of granite）,,热处理后砂岩微观损伤及动态压缩性能研究,砂岩（20-1000）高温处理后，XRD分析成分变化、核磁分析孔隙率变化，霍普金森杆分析动态应力相关分析,这句可以用在论文中,,"评价: 可引用：在损伤本构模型方面，大多数学者使用高温后变化的物理参数（孔隙率、波速、弹性模量、CT数、导热系数、密度和体积）来建立损伤因子（Li et al. 2021-Thermal damage effect on the thermal conductivity inhomogeneity of granite）
作者信息: 热处理后砂岩微观损伤及动态压缩性能研究
特点: 砂岩（20-1000）高温处理后，XRD分析成分变化、核磁分析孔隙率变化，霍普金森杆分析动态应力相关分析
结论: 这句可以用在论文中"
64,Thermal damage effect on the thermal conductivity inhomogeneity of granite - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160920309497?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,可引用：根据 Jansen 等人的说法，36当温度变化在很短的时间内发生时，晶间裂纹可能由另一个不同的过程引发：材料中的高温梯度。这些温度梯度通过不同的膨胀系数放大不同的膨胀效应来起作用。,,热损伤对花岗岩导热系数不均匀性的影响,花岗岩热冲击和空冷以后的平面上的导热系数分布、波速变化。拟合了孔隙率与导热系数的关系。研究了平面上导热系数的不均匀程度。推导了热损伤的公式。热冲击处理后的导热系数更小,其实我倒感觉这一点点导热系数的不均匀分布基本不影响整个的应力分布和温度分布,,"评价: 可引用：根据 Jansen 等人的说法，36当温度变化在很短的时间内发生时，晶间裂纹可能由另一个不同的过程引发：材料中的高温梯度。这些温度梯度通过不同的膨胀系数放大不同的膨胀效应来起作用。
作者信息: 热损伤对花岗岩导热系数不均匀性的影响
特点: 花岗岩热冲击和空冷以后的平面上的导热系数分布、波速变化。拟合了孔隙率与导热系数的关系。研究了平面上导热系数的不均匀程度。推导了热损伤的公式。热冲击处理后的导热系数更小
结论: 其实我倒感觉这一点点导热系数的不均匀分布基本不影响整个的应力分布和温度分布"
65,Effect of Mechanical Damage on the Thermal Conductivity of Granite | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-019-01956-9,10.1007/s00603-019-01956-9,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,力学损伤会导致导热性降低,,机械损伤对花岗岩导热系数的影响,花岗岩循环加卸载处理后，测试导热性：力学损伤导致导热性降低、不均匀性增加。饱和条件下导热性大于不饱和,,,"评价: 力学损伤会导致导热性降低
作者信息: 机械损伤对花岗岩导热系数的影响
特点: 花岗岩循环加卸载处理后，测试导热性：力学损伤导致导热性降低、不均匀性增加。饱和条件下导热性大于不饱和"
66,Effect of thermal damage on mechanical and permeability properties of sandstone | Arabian Journal of Geosciences (springer.com),https://link.springer.com/article/10.1007/s12517-021-08098-9,10.1007/s12517-021-08098-9,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,,,热损伤对砂岩力学和渗透性能的影响,高温砂岩处理后，波速、UCS、三轴渗透实验,200以前强度增强渗透性减小，400-600渗透性急剧增加,,"作者信息: 热损伤对砂岩力学和渗透性能的影响
特点: 高温砂岩处理后，波速、UCS、三轴渗透实验
结论: 200以前强度增强渗透性减小，400-600渗透性急剧增加"
67,Effect of Thermal Treatment on the Physical and Mechanical Properties of Sandstone: Insights from Experiments and Simulations | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-022-02791-1,10.1007/s00603-022-02791-1,link.springer.com,Springer,auto_pdf_candidate,article_candidate,重要参考两个表：1 热处理后岩石强度的研究；2 砂岩不同矿物的详细模拟参数,砂岩由青变红；400℃是砂岩力学强度衰减的临界值；给了石英、长石、粘土矿物的各种模拟参数，进行了非均质模拟,,热处理对砂岩物理机械性能的影响：来自实验和模拟的见解,高温处理后的砂岩压缩试验。推导建立了损伤模型，采用comsol with matlab进行模拟。,采用Knuth-Durstenfeld 随机算法来表征考虑矿物成分的岩石非均质性（Yang 等人，2020 年：https://www.sciencedirect.com/science/article/pii/S1365160920309394?via%3Dihub；https://www.sciencedirect.com/science/article/pii/S0266352X19304781?via%3Dihub）,砂岩不同矿物的模拟参数,"标记: 重要参考两个表：1 热处理后岩石强度的研究；2 砂岩不同矿物的详细模拟参数
评价: 砂岩由青变红；400℃是砂岩力学强度衰减的临界值；给了石英、长石、粘土矿物的各种模拟参数，进行了非均质模拟
作者信息: 热处理对砂岩物理机械性能的影响：来自实验和模拟的见解
特点: 高温处理后的砂岩压缩试验。推导建立了损伤模型，采用comsol with matlab进行模拟。
结论: 采用Knuth-Durstenfeld 随机算法来表征考虑矿物成分的岩石非均质性（Yang 等人，2020 年：https://www.sciencedirect.com/science/article/pii/S1365160920309394?via%3Dihub；https://www.sciencedirect.com/science/article/pii/S0266352X19304781?via%3Dihub）
可供参考的图和数据: 砂岩不同矿物的模拟参数"
68,杨圣奇论文X6,,,,unknown,title_or_note_only,article_candidate,,,,,,,,
69,An experimental investigation on thermal damage and failure mechanical behavior of granite after exposure to different high temperature treatments - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0375650516301110?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,,,,,
70,Experimental investigation on triaxial mechanical and permeability behavior of sandstone after exposure to different high temperature treatments - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0375650517300068?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,,,,,
71,An Experimental Study of Effect of High Temperature on the Permeability Evolution and Failure Response of Granite Under Triaxial Compression | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-019-01982-7,10.1007/s00603-019-01982-7,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,,,,,,,
72,Peridynamic simulation on fracture mechanical behavior of granite containing a single fissure after thermal cycling treatment - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0266352X19304781?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,,,,,
73,Peridynamic simulation of fracture mechanical behaviour of granite specimen under real-time temperature and post-temperature treatments - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160920309394?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,,,,,
74,Numerical simulation of permeability evolution in granite after thermal treatment - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0266352X20302688?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,,,,,
75,Influence of stress and high-temperature treatment on the permeability evolution behavior of sandstone | Acta Mechanica Sinica (springer.com),https://link.springer.com/article/10.1007/s10409-018-0824-6,10.1007/s10409-018-0824-6,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,,,应力和高温处理对砂岩渗透演化行为的影响,,,,作者信息: 应力和高温处理对砂岩渗透演化行为的影响
76,Structural properties and failure characteristics of granite after thermal treatment and water cooling | Geomechanics and Geophysics for Geo-Energy and Geo-Resources (springer.com),https://link.springer.com/article/10.1007/s40948-023-00716-y,10.1007/s40948-023-00716-y,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,启发：温度越高，对花岗岩的损伤越大，在这基础上进行热冲击，造成的热冲击破坏越严重（1.高温导致整体导热系数降低，2.水能从表面裂缝进去提高换热能力）,,花岗岩热处理水冷后的结构性质及破坏特征,花岗岩不同高温热冲击冷却后：CT分析了不同直径的孔占比的演变；不同温度的XRD成分演变；UCS和AE分析；能量变化（形变与耗散能）分析，提出了基于能量的损伤因子；讨论了高温下石英相变、讨论了不同破坏形式的占比,,,"评价: 启发：温度越高，对花岗岩的损伤越大，在这基础上进行热冲击，造成的热冲击破坏越严重（1.高温导致整体导热系数降低，2.水能从表面裂缝进去提高换热能力）
作者信息: 花岗岩热处理水冷后的结构性质及破坏特征
特点: 花岗岩不同高温热冲击冷却后：CT分析了不同直径的孔占比的演变；不同温度的XRD成分演变；UCS和AE分析；能量变化（形变与耗散能）分析，提出了基于能量的损伤因子；讨论了高温下石英相变、讨论了不同破坏形式的占比"
77,Tensile Properties and Damage Evolution Laws of Granite After High- and Low-Temperature Cycles | Natural Resources Research (springer.com),https://link.springer.com/article/10.1007/s11053-022-10025-y,10.1007/s11053-022-10025-y,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,多次循环后破坏幅度衰减,,花岗岩高低温循环后的拉伸性能及损伤演化规律,600℃高温花岗岩循环液氮热冲击：P波波速、核磁孔隙率、巴西劈裂强度和声发射。,多次循环后破坏效果衰减的问题：在600 °C处理下，花岗岩的损伤程度并未随处理次数的增加而呈线性下降，而是在一定程度上得到缓解。Zhang等人（2021）认为，温度效应导致岩石内部孔隙变大，从而提高了岩石适应热变形的能力，导致热应力水平下降。,,"评价: 多次循环后破坏幅度衰减
作者信息: 花岗岩高低温循环后的拉伸性能及损伤演化规律
特点: 600℃高温花岗岩循环液氮热冲击：P波波速、核磁孔隙率、巴西劈裂强度和声发射。
结论: 多次循环后破坏效果衰减的问题：在600 °C处理下，花岗岩的损伤程度并未随处理次数的增加而呈线性下降，而是在一定程度上得到缓解。Zhang等人（2021）认为，温度效应导致岩石内部孔隙变大，从而提高了岩石适应热变形的能力，导致热应力水平下降。"
78,Experimental investigation on the influence on mechanical properties and acoustic emission characteristics of granite after heating and water-cooling cycles | Geomechanics and Geophysics for Geo-Energy and Geo-Resources (springer.com),https://link.springer.com/article/10.1007/s40948-023-00627-y,10.1007/s40948-023-00627-y,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,三次热冲击循环以后，循环次数增加，损伤程度的增幅减弱,,加热和水冷循环后对花岗岩力学性能和声发射特性影响的试验研究,400℃花岗岩循环水中热冲击：质量、体积、P波、UCS、AE、破坏形式、,全过程的损伤是高温——热冲击——循环 三者叠加产生的,,"评价: 三次热冲击循环以后，循环次数增加，损伤程度的增幅减弱
作者信息: 加热和水冷循环后对花岗岩力学性能和声发射特性影响的试验研究
特点: 400℃花岗岩循环水中热冲击：质量、体积、P波、UCS、AE、破坏形式、
结论: 全过程的损伤是高温——热冲击——循环 三者叠加产生的"
79,Experimental investigations on the tensile behaviour of granite after heating and water-cooling treatment | Bulletin of Engineering Geology and the Environment (springer.com),https://link.springer.com/article/10.1007/s10064-021-02284-5,10.1007/s10064-021-02284-5,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,,,花岗岩加热水冷处理后拉伸行为的试验研究,25、200-600水冷花岗岩热冲击后的巴西劈裂抗拉强度。,,,"作者信息: 花岗岩加热水冷处理后拉伸行为的试验研究
特点: 25、200-600水冷花岗岩热冲击后的巴西劈裂抗拉强度。"
80,Mechanical test of granite with multiple water-thermal cycles-All Databases (clarivate.cn),https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000611981200001,,webofscience.clarivate.cn,Web of Science,metadata_only,article_candidate,,抗压强度和抗拉强度都随着循环次数线性降低，这结论是不是有问题啊,,花岗岩的多次水热循环力学试验,300℃循环水冷热冲击下的 UCS、巴西劈裂。拟合了抗拉强度和抗压强度的线性关系。抗拉强度、抗压强度都随着循环次数的增加线性降低。循环0-12次时，抗拉抗压强度缓慢减小，大于12次，两者均快速减小,,,"评价: 抗压强度和抗拉强度都随着循环次数线性降低，这结论是不是有问题啊
作者信息: 花岗岩的多次水热循环力学试验
特点: 300℃循环水冷热冲击下的 UCS、巴西劈裂。拟合了抗拉强度和抗压强度的线性关系。抗拉强度、抗压强度都随着循环次数的增加线性降低。循环0-12次时，抗拉抗压强度缓慢减小，大于12次，两者均快速减小"
