row,title,url,doi,domain,publisher_hint,access_group,item_kind_hint,tags,evaluation,inspiration,author_info,features,conclusions,useful_figures_data,notes
108,Applied Sciences | Free Full-Text | Physical and Mechanical Properties and Damage Mechanism of Sandstone at High Temperatures (mdpi.com),https://www.mdpi.com/2076-3417/14/1/444,,www.mdpi.com,MDPI,auto_pdf_candidate,article_candidate,,针对升温速率对砂岩强度的影响,,高温下砂岩的物理力学性能及损伤机理,不同升温速率、不同高温对UCS强度和杨氏模量的影响,升温速率越大、强度越小。。温度升高，强度先增大后减小，600℃以前增大，以后减小。（真的假的啊，感觉这个临界值有点离谱）,,"评价: 针对升温速率对砂岩强度的影响
作者信息: 高温下砂岩的物理力学性能及损伤机理
特点: 不同升温速率、不同高温对UCS强度和杨氏模量的影响
结论: 升温速率越大、强度越小。。温度升高，强度先增大后减小，600℃以前增大，以后减小。（真的假的啊，感觉这个临界值有点离谱）"
111,Experimental Evaluation of Physical and Mechanical Properties of Geothermal Reservoir Rock after Different Cooling Treatments | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-020-02200-5,10.1007/s00603-020-02200-5,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,花岗岩：液氮大于水大于空冷。上面砂岩是水大于液氮大于空冷。,,不同冷却处理后地热储层岩石物理力学性质试验评价,高温花岗岩 水冷 空冷 液氮处理后，UCS 波速 孔隙率 AE 破坏形式 显微镜下微裂缝 的变化，总结是液氮高于水高于空冷。讨论部分主要两部分：①用波速、强度表征热冲击损伤；②分析热冲击的损伤机制。,,,"评价: 花岗岩：液氮大于水大于空冷。上面砂岩是水大于液氮大于空冷。
作者信息: 不同冷却处理后地热储层岩石物理力学性质试验评价
特点: 高温花岗岩 水冷 空冷 液氮处理后，UCS 波速 孔隙率 AE 破坏形式 显微镜下微裂缝 的变化，总结是液氮高于水高于空冷。讨论部分主要两部分：①用波速、强度表征热冲击损伤；②分析热冲击的损伤机制。"
112,Effects of rapid cooling treatment on heated sandstone: a comparison between water and liquid nitrogen cooling | Bulletin of Engineering Geology and the Environment (springer.com),https://link.springer.com/article/10.1007/s10064-019-01571-6,10.1007/s10064-019-01571-6,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,液氮损伤大于水,,快速冷却处理对加热砂岩的影响：水冷与液氮冷却的比较,0-600高温砂岩，水冷液氮冷处理后的：UCS、破坏形式、波速、抗拉强度、断裂韧性。讨论了：①拟合了波速和强度的关系；②引用了了最大边界拉应力的公式，然后分析了对流换热系数的差异。最后在结论里也说了，整个过程的破坏要分成高温的破坏和冷却的破坏，来分别找原因,,,"评价: 液氮损伤大于水
作者信息: 快速冷却处理对加热砂岩的影响：水冷与液氮冷却的比较
特点: 0-600高温砂岩，水冷液氮冷处理后的：UCS、破坏形式、波速、抗拉强度、断裂韧性。讨论了：①拟合了波速和强度的关系；②引用了了最大边界拉应力的公式，然后分析了对流换热系数的差异。最后在结论里也说了，整个过程的破坏要分成高温的破坏和冷却的破坏，来分别找原因"
118,Effect of Rapid Thermal Cooling on Mechanical Rock Properties | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-013-0523-3,10.1007/s00603-013-0523-3,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,引言中关于热应力的描述很好，可以参考,,快速热冷却对机械岩石性质的影响,100 200 300高温以后用风扇空冷，断裂韧度和抗拉强度发生了变化。其他还做了点循环加热冷却，没有仔细看，因为温度太低了。,,,"评价: 引言中关于热应力的描述很好，可以参考
作者信息: 快速热冷却对机械岩石性质的影响
特点: 100 200 300高温以后用风扇空冷，断裂韧度和抗拉强度发生了变化。其他还做了点循环加热冷却，没有仔细看，因为温度太低了。"
121,Impact of cooling rate on mechanical properties and failure mechanism of sandstone under thermal–mechanical coupling effect | International Journal of Coal Science & Technology (springer.com),https://link.springer.com/article/10.1007/s40789-023-00584-7,10.1007/s40789-023-00584-7,link.springer.com,Springer,auto_pdf_candidate,article_candidate,其实完全可以在这个模拟的基础上继续做不同尺度的试件在相同的热冲击条件下，破裂分区的规律,PFC数值模拟热冲击的分区破裂规律,,热力耦合作用下冷却速率对砂岩力学性能及破坏机理的影响,岩石材料热冲击力学实验，PFC数值模拟。测试了力学强度，做了数值模拟。主要研究了破裂的分区,,,"标记: 其实完全可以在这个模拟的基础上继续做不同尺度的试件在相同的热冲击条件下，破裂分区的规律
评价: PFC数值模拟热冲击的分区破裂规律
作者信息: 热力耦合作用下冷却速率对砂岩力学性能及破坏机理的影响
特点: 岩石材料热冲击力学实验，PFC数值模拟。测试了力学强度，做了数值模拟。主要研究了破裂的分区"
122,Mechanical Properties and Crack Propagation Behavior of Granite After High Temperature Treatment Based on a Thermo-Mechanical Grain-Based Model | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-023-03408-x,10.1007/s00603-023-03408-x,link.springer.com,Springer,auto_pdf_candidate,article_candidate,有PFC模拟的各种矿物的详细参数,,,基于热机械晶粒模型的花岗岩高温处理后力学性能及裂纹扩展行为,,,,"标记: 有PFC模拟的各种矿物的详细参数
作者信息: 基于热机械晶粒模型的花岗岩高温处理后力学性能及裂纹扩展行为"
133,液氮冷冲击作用下高温花岗岩的损伤评价与统计本构模型 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-022-02779-x,10.1007/s00603-022-02779-x,link.springer.com,Springer,auto_pdf_candidate,article_candidate,液氮热冲击：高温-液氮、高温-空冷、室温-液氮,力学试验的处理结果可以参考,,"Zhiheng Chen, Song Sha, Lida Xu, Junsong Quan, Guan Rong & Maiyong Jiang",,,,"标记: 液氮热冲击：高温-液氮、高温-空冷、室温-液氮
评价: 力学试验的处理结果可以参考
作者信息: Zhiheng Chen, Song Sha, Lida Xu, Junsong Quan, Guan Rong & Maiyong Jiang"
136,Study on Fracture Surface Damage and Fluid Flow Characteristics of Hot Dry Rock with Different Failure Modes under Repeated Thermal Shock | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-023-03526-6?utm_source=xmol&utm_medium=affiliate&utm_content=meta&utm_campaign=DDCN_1_GL01_metadata,10.1007/s00603-023-03526-6,link.springer.com,Springer,auto_pdf_candidate,article_candidate,这篇文章的参考文献很好，要看一看,热冲击对试件劈裂粗糙面的影响和对渗流的影响,,反复热冲击作用下不同破坏模式干热岩裂缝面损伤及流体流动特性研究,劈裂圆柱和剪切圆柱形成粗糙面。然后对这个面进行循环热冲击，然后进行粗糙度测试，和渗流测试。,,,"标记: 这篇文章的参考文献很好，要看一看
评价: 热冲击对试件劈裂粗糙面的影响和对渗流的影响
作者信息: 反复热冲击作用下不同破坏模式干热岩裂缝面损伤及流体流动特性研究
特点: 劈裂圆柱和剪切圆柱形成粗糙面。然后对这个面进行循环热冲击，然后进行粗糙度测试，和渗流测试。"
140,Experimental investigation on mechanical properties and permeability evolution of red sandstone after heat treatments | Journal of Zhejiang University-SCIENCE A (springer.com),https://link.springer.com/article/10.1631/jzus.A1400362,10.1631/jzus.A1400362,link.springer.com,Springer,auto_pdf_candidate,article_candidate,砂岩渗透 三轴力学,400-600℃砂岩渗透性增大两倍,,热处理后红砂岩力学性能及渗透率演化试验研究,砂岩高温自然冷却后，测试了初始渗透性，然后测试了三轴压裂过程中渗透率的变化。结论：应力-应变过程中的渗透率随裂纹的演化而变化,,,"标记: 砂岩渗透 三轴力学
评价: 400-600℃砂岩渗透性增大两倍
作者信息: 热处理后红砂岩力学性能及渗透率演化试验研究
特点: 砂岩高温自然冷却后，测试了初始渗透性，然后测试了三轴压裂过程中渗透率的变化。结论：应力-应变过程中的渗透率随裂纹的演化而变化"
146,液氮冷却后加热花岗岩的物理力学性能和微观结构演化模式研究 |地质力学和地质物理学,https://link.springer.com/article/10.1007/s40948-023-00720-2,10.1007/s40948-023-00720-2,link.springer.com,Springer,auto_pdf_candidate,article_candidate,高温花岗岩在液氮中热冲击冷却,折线图画的挺好的可以参考,,,全文流程：处理-密度、导热系数、孔隙率、波速、力学强度与变形-CT扫描拿到分形维数-NMR分析孔径变化-XRD分析矿物成分变化-机理讨论-工程应用,,,"标记: 高温花岗岩在液氮中热冲击冷却
评价: 折线图画的挺好的可以参考
特点: 全文流程：处理-密度、导热系数、孔隙率、波速、力学强度与变形-CT扫描拿到分形维数-NMR分析孔径变化-XRD分析矿物成分变化-机理讨论-工程应用"
147,液氮冷却状态对煤机械性能和压裂特性的影响 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-022-02851-6,10.1007/s00603-022-02851-6,link.springer.com,Springer,auto_pdf_candidate,article_candidate,很有意思，做了液氮冷却和液氮冷却后快速加热的试验,液氮冷却后快速加热可以做研究,,,我可以提出新方法：高温岩石液氮刺激以后快速通入高温蒸汽。同时做两个内容，一个完整岩石，一个有劈裂粗糙面的,,,"标记: 很有意思，做了液氮冷却和液氮冷却后快速加热的试验
评价: 液氮冷却后快速加热可以做研究
特点: 我可以提出新方法：高温岩石液氮刺激以后快速通入高温蒸汽。同时做两个内容，一个完整岩石，一个有劈裂粗糙面的"
155,"The reservoir characteristics and their significance for deliverability in metamorphic granite buried hill: a case study from the JZS oil field in the Liaodong Bay Basin, NE China | Arabian Journal of Geosciences (springer.com)",https://link.springer.com/article/10.1007/s12517-019-4823-0?utm_source=xmol&utm_medium=affiliate&utm_content=meta&utm_campaign=DDCN_1_GL01_metadata,10.1007/s12517-019-4823-0,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,前人研究表明，裂缝是变质岩的主要储集空间。,,变质花岗岩埋山储层特征及其意义——以东北辽东湾盆地JZS油田为例,,,,"评价: 前人研究表明，裂缝是变质岩的主要储集空间。
作者信息: 变质花岗岩埋山储层特征及其意义——以东北辽东湾盆地JZS油田为例"
169,Fault and fracture network characterization using seismic data: a study based on neural network models assessment | Geomechanics and Geophysics for Geo-Energy and Geo-Resources (springer.com),https://link.springer.com/article/10.1007/s40948-022-00352-y?utm_source=xmol&utm_medium=affiliate&utm_content=meta&utm_campaign=DDCN_1_GL01_metadata,10.1007/s40948-022-00352-y,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,采用地震数据对断层进行预测判断,,基于地震数据的断层和裂缝网络表征：基于神经网络模型评估的研究,,,,"评价: 采用地震数据对断层进行预测判断
作者信息: 基于地震数据的断层和裂缝网络表征：基于神经网络模型评估的研究"
170,Seismic prediction method of multiscale fractured reservoir | Applied Geophysics (springer.com),https://link.springer.com/article/10.1007/s11770-018-0667-8,10.1007/s11770-018-0667-8,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,基于储层裂缝密度分布的宏观和中尺度裂缝预测方法,,多尺度裂缝性储层地震预测方法,,,,"评价: 基于储层裂缝密度分布的宏观和中尺度裂缝预测方法
作者信息: 多尺度裂缝性储层地震预测方法"
176,https://www.frontiersin.org/articles/10.3389/feart.2022.935508/full,https://www.frontiersin.org/articles/10.3389/feart.2022.935508/full,10.3389/feart.2022.935508/full,www.frontiersin.org,Frontiers,auto_pdf_candidate,article_candidate,,变质岩几乎没有原生孔隙，只有构造运动和流体活动形成的裂缝和次生孔隙,,渤海湾盆地渤中凹陷太古宙变质基底埋山储层裂缝发育特征及其控制因素,,,,"评价: 变质岩几乎没有原生孔隙，只有构造运动和流体活动形成的裂缝和次生孔隙
作者信息: 渤海湾盆地渤中凹陷太古宙变质基底埋山储层裂缝发育特征及其控制因素"
213,不同破坏模式的干热岩石在反复热冲击作用下的裂缝表面损伤及流体流动特性研究 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-023-03526-6?utm_source=xmol&utm_medium=affiliate&utm_content=meta&utm_campaign=DDCN_1_GL01_metadata,10.1007/s00603-023-03526-6,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,计算了裂隙面分形维数、裂隙开度分形维数，值得参考,,不同破坏模式的干热岩石在反复热冲击作用下的裂缝表面损伤及流体流动特性研究 |岩石力学和岩石工程,,,,"评价: 计算了裂隙面分形维数、裂隙开度分形维数，值得参考
作者信息: 不同破坏模式的干热岩石在反复热冲击作用下的裂缝表面损伤及流体流动特性研究 |岩石力学和岩石工程"
216,用于岩石节理 3D 粗糙度的新粗糙度参数 |工程地质与环境通报,https://link.springer.com/article/10.1007/s10064-018-1394-3?utm_source=xmol&utm_medium=affiliate&utm_content=meta&utm_campaign=DDCN_1_GL01_metadata,10.1007/s10064-018-1394-3,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,提出了一个新的三维的粗糙度（ADH粗糙度），还有粗糙度的分形维数，可以参考,,,讨论一种新的JRC表征方法是否合理时，要基于巴顿等人的数据做验证或者说在他们的数据基础上做拟合。,,,"评价: 提出了一个新的三维的粗糙度（ADH粗糙度），还有粗糙度的分形维数，可以参考
特点: 讨论一种新的JRC表征方法是否合理时，要基于巴顿等人的数据做验证或者说在他们的数据基础上做拟合。"
218,基于大型天然岩石痕迹数据集的 JRC 计算统计方法和分形方法的比较评价 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-020-02348-0,10.1007/s00603-020-02348-0,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,概述了从JRC粗糙度提出以后的各种计算方法以及对表面粗糙情况的反映，最后指出：用Z2就能很好的描述粗糙情况，并且输入数据要以1mm作为插值间隔，并对数据进行去趋势处理（我理解就是把曲线调整水平）,,,回顾了巴顿提出10条代表曲线至今的JRC计算分析历史,,,"评价: 概述了从JRC粗糙度提出以后的各种计算方法以及对表面粗糙情况的反映，最后指出：用Z2就能很好的描述粗糙情况，并且输入数据要以1mm作为插值间隔，并对数据进行去趋势处理（我理解就是把曲线调整水平）
特点: 回顾了巴顿提出10条代表曲线至今的JRC计算分析历史"
219,使用变异函数方法对天然岩石节理粗糙度的非平稳性、非均质性、尺度效应和各向异性研究 |工程地质与环境通报,https://link.springer.com/article/10.1007/s10064-021-02321-3?fromPaywallRec=false,10.1007/s10064-021-02321-3,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,杜时贵团队提出了他们的粗糙度计算公式，基于分形维数的,,,“变异函数方法是准确量化粗糙度的最佳方法之一。结果还表明 DxKv是可用于精确粗糙度量化的可靠参数。”,,,"评价: 杜时贵团队提出了他们的粗糙度计算公式，基于分形维数的
特点: “变异函数方法是准确量化粗糙度的最佳方法之一。结果还表明 DxKv是可用于精确粗糙度量化的可靠参数。”"
220,使用粗糙度参数确定关节粗糙度系数 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-013-0535-z,10.1007/s00603-013-0535-z,link.springer.com,Springer,auto_pdf_candidate,article_candidate,计算公式有参考价值,基于巴顿给的那些曲线，综述了各种情况，给出了不同采样间距下，各种参数与JRC的关系,,,“但是，需要注意的是，Z 2仅凭这些值不足以评估节理粗糙度，因为这些值随采样间隔而变化（Yu 和 Vayssade 1991;Chun 和 Kim 2001 年）。”,“Z2会随着采样间距的增大而减小”,,"标记: 计算公式有参考价值
评价: 基于巴顿给的那些曲线，综述了各种情况，给出了不同采样间距下，各种参数与JRC的关系
特点: “但是，需要注意的是，Z 2仅凭这些值不足以评估节理粗糙度，因为这些值随采样间隔而变化（Yu 和 Vayssade 1991;Chun 和 Kim 2001 年）。”
结论: “Z2会随着采样间距的增大而减小”"
227,估算岩石断裂表面粗糙度系数的不确定性 |工程地质与环境通报,https://link.springer.com/article/10.1007/s10064-016-0994-z?fromPaywallRec=false,10.1007/s10064-016-0994-z,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,综述了很多方法对JRC计算的公式，讨论了采样间距对计算结果的影响,,,“本研究基于从文献中检索到的 223 个岩石节理剖面。在这些概况中，112 个用于研究根据不同 SI 定量估计 JRC 的不确定性，而 111 个用于研究视觉估计的不确定性。得出以下结论：”,,,"评价: 综述了很多方法对JRC计算的公式，讨论了采样间距对计算结果的影响
特点: “本研究基于从文献中检索到的 223 个岩石节理剖面。在这些概况中，112 个用于研究根据不同 SI 定量估计 JRC 的不确定性，而 111 个用于研究视觉估计的不确定性。得出以下结论：”"
228,岩石裂缝的三维节理粗糙度系数值的估算 |工程地质与环境通报,https://link.springer.com/article/10.1007/s10064-017-1150-0,10.1007/s10064-017-1150-0,link.springer.com,Springer,auto_pdf_candidate,article_candidate,综述了3D-JRC的发展历程，给出了3D-JRC的计算公式,,,,,,,标记: 综述了3D-JRC的发展历程，给出了3D-JRC的计算公式
234,基于大型天然岩石痕迹数据集的 JRC 计算统计方法和分形方法的比较评价 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-020-02348-0,10.1007/s00603-020-02348-0,link.springer.com,Springer,auto_pdf_candidate,article_candidate,粗糙度计算“去势”处理、1mm插值采样,,,,,,,标记: 粗糙度计算“去势”处理、1mm插值采样
254,储层岩石在热-机械耦合条件下的热特性及其对地热系统性能的影响 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-025-04587-5,10.1007/s00603-025-04587-5,link.springer.com,Springer,auto_pdf_candidate,article_candidate,花岗岩的传热参数,测试了 不同压力、不同温度下的共和花岗岩、康定花岗岩和松辽砂岩 的热物性参数。也做了热流固耦合，研究了热物性参数对采热寿命、储层应力场的影响,,,传热学参数的测试比较详细,,,"标记: 花岗岩的传热参数
评价: 测试了 不同压力、不同温度下的共和花岗岩、康定花岗岩和松辽砂岩 的热物性参数。也做了热流固耦合，研究了热物性参数对采热寿命、储层应力场的影响
特点: 传热学参数的测试比较详细"
255,基于 100 次剪切试验和 PSO-RBF 神经网络的表面形貌评估方法 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-025-04566-w,10.1007/s00603-025-04566-w,link.springer.com,Springer,auto_pdf_candidate,article_candidate,不同的JRC参数的缺点；3D雕刻粗糙面剪切试验；神经网络多参数判断JRC值,Z2 sf Rp等等参数可以分为 角度型参数和高度型参数，角度类型参数的预测结果明显优于高度类型参数,,,,,,"标记: 不同的JRC参数的缺点；3D雕刻粗糙面剪切试验；神经网络多参数判断JRC值
评价: Z2 sf Rp等等参数可以分为 角度型参数和高度型参数，角度类型参数的预测结果明显优于高度类型参数"
256,液氮冷却冲击作用下高温花岗闪长岩的损伤机理及渗透率演化 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-025-04520-w,10.1007/s00603-025-04520-w,link.springer.com,Springer,auto_pdf_candidate,article_candidate,比较常规,200-600℃高温花岗岩在液氮中冷却以后的：显微破坏情况、体积密度、渗透性、力学强度、波速数据。可供参考,实时体积的测量：未处理、实时高温、实时低温、冷却过程的体积变化和质量变化：应该搞一个绝热的垫板，否则会影响秤的准确性,,,,,"标记: 比较常规
评价: 200-600℃高温花岗岩在液氮中冷却以后的：显微破坏情况、体积密度、渗透性、力学强度、波速数据。可供参考
启发: 实时体积的测量：未处理、实时高温、实时低温、冷却过程的体积变化和质量变化：应该搞一个绝热的垫板，否则会影响秤的准确性"
269,通过将扫描圆技术应用于钻孔电视机的图像来表征花岗岩的节理粗糙度 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-011-0134-9,10.1007/s00603-011-0134-9,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,这篇文章非常好，整体工作是基于钻孔录像获得的井壁裂缝轨迹，以及取芯的粗糙面进行的，提到了断面粗糙度的方向性，涉及到了计算粗糙度分形的方法，讨论了裂缝断面轨迹和断面粗糙度之间的关系，这个思路非常好，期望通过裂缝轨迹来预估断面粗糙度，我的工作也可以沿着这样的方向做,,,钻孔录像获得裂缝轨迹、计算轨迹分形维数、计算断面粗糙度、讨论轨迹粗糙度和断面粗糙度的关系,这个研究非常有意思！,,"评价: 这篇文章非常好，整体工作是基于钻孔录像获得的井壁裂缝轨迹，以及取芯的粗糙面进行的，提到了断面粗糙度的方向性，涉及到了计算粗糙度分形的方法，讨论了裂缝断面轨迹和断面粗糙度之间的关系，这个思路非常好，期望通过裂缝轨迹来预估断面粗糙度，我的工作也可以沿着这样的方向做
特点: 钻孔录像获得裂缝轨迹、计算轨迹分形维数、计算断面粗糙度、讨论轨迹粗糙度和断面粗糙度的关系
结论: 这个研究非常有意思！"
270,使用新型集成直径型芯变形和超声分析确定 3D 应力状态 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-025-04427-6,10.1007/s00603-025-04427-6,link.springer.com,Springer,auto_pdf_candidate,article_candidate,DCDA方法，在引言中有表述,"内容：常见的DCDA方法是判断垂直于钻进方向上，岩芯直径的微小变化，来评估地应力。但是这种方法只适用于二维平面，本研究结合超声测量，确定了空间倾角，实现了3D的地应力估计。
具体的，是在钻孔岩芯上，按照不同的角度钻取更多非常小直径的岩芯，进行单轴压缩测试和波速测试。
最后，结合工程上获得的地应力结果，验证了本方法的准确性",DCDA其实是直径的变化，与马鞍状轨迹的关系？可以根据点云数据测一下（直接捕获点云的外轮廓信息，钻进方向来定向（侧面垂直的两个点），将点云投影到垂直于钻进方向的平面上）,,,,,"标记: DCDA方法，在引言中有表述
评价: 内容：常见的DCDA方法是判断垂直于钻进方向上，岩芯直径的微小变化，来评估地应力。但是这种方法只适用于二维平面，本研究结合超声测量，确定了空间倾角，实现了3D的地应力估计。
具体的，是在钻孔岩芯上，按照不同的角度钻取更多非常小直径的岩芯，进行单轴压缩测试和波速测试。
最后，结合工程上获得的地应力结果，验证了本方法的准确性
启发: DCDA其实是直径的变化，与马鞍状轨迹的关系？可以根据点云数据测一下（直接捕获点云的外轮廓信息，钻进方向来定向（侧面垂直的两个点），将点云投影到垂直于钻进方向的平面上）"
271,使用直径岩芯变形测定采矿引起的应力 |国际煤炭科学与技术杂志,https://link.springer.com/article/10.1007/s40789-022-00549-2,10.1007/s40789-022-00549-2,link.springer.com,Springer,auto_pdf_candidate,article_candidate,应该也是DCDA方法，测试岩芯直径变形的方法一样,同样是测直径变形情况，结合USC数据，估计地应力情况,设计不同围压、温度、矿物、原生层理、情况下，微型钻孔取芯，分析饼化情况，分析表面粗糙度,,,,,"标记: 应该也是DCDA方法，测试岩芯直径变形的方法一样
评价: 同样是测直径变形情况，结合USC数据，估计地应力情况
启发: 设计不同围压、温度、矿物、原生层理、情况下，微型钻孔取芯，分析饼化情况，分析表面粗糙度"
273,基于直径岩心变形技术的采矿前沿稳定性评价实用方法,https://www.mdpi.com/2075-163X/14/4/385,,www.mdpi.com,MDPI,auto_pdf_candidate,article_candidate,同上，加了模拟,,,,,,,标记: 同上，加了模拟
274,用于采矿诱导应力估计的直径型芯变形技术验证：案例研究 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-024-03866-x,10.1007/s00603-024-03866-x,link.springer.com,Springer,auto_pdf_candidate,article_candidate,同上，主要是工程数据分析,,,,,,,标记: 同上，主要是工程数据分析
275,用于原位应力估计的直径型芯变形分析 （DCDA） 和裂缝表面形态的评估 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-025-04512-w?fromPaywallRec=false,10.1007/s00603-025-04512-w,link.springer.com,Springer,auto_pdf_candidate,article_candidate,DCDA+表面粗糙度,"DCDA方法在测量出直径的变化再结合杨氏模量和泊松比，就能估算地应力
讨论部分：地应力大小和方向的估计","他没有用表面形貌做粗糙度的数据
这篇论文的参考文献非常值得仔细分析","Qingsen Meng, Yanjun Shang, Jianjun Chi, Shengwen Qi, Muhammad Hasan & Xuetao Yi",1：”因为裂缝表面的各向异性在小于 0.4-0.5 毫米的尺度上消失：,断层开槽的最小尺度 |地质学 |地球科学世界,,"标记: DCDA+表面粗糙度
评价: DCDA方法在测量出直径的变化再结合杨氏模量和泊松比，就能估算地应力
讨论部分：地应力大小和方向的估计
启发: 他没有用表面形貌做粗糙度的数据
这篇论文的参考文献非常值得仔细分析
作者信息: Qingsen Meng, Yanjun Shang, Jianjun Chi, Shengwen Qi, Muhammad Hasan & Xuetao Yi
特点: 1：”因为裂缝表面的各向异性在小于 0.4-0.5 毫米的尺度上消失：
结论: 断层开槽的最小尺度 |地质学 |地球科学世界"
277,用于估计原位应力的岩心盘随机分析 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-009-0051-3,10.1007/s00603-009-0051-3,link.springer.com,Springer,auto_pdf_candidate,article_candidate,非常重要，分析岩芯饼的厚度,没有尝试区分自然裂缝和钻井诱发的裂缝，因为声学井筒扫描表明，绝大多数岩心压裂是钻井诱发的。例如，即使在最浅、岩芯裂缝最少的区域，岩心也出现了 275 处裂缝，而在声学扫描的同一截面中可以看到 40 处。因此，作为上限，天然裂缝将占岩心中观察到的裂缝总数的 15% 以下。在许多情况下，它会明显减少。事实上，在井筒扫描中，相对于天然裂缝，岩心压裂的普遍性可能会使任何将岩心盘与天然裂缝联系起来的尝试都变得徒劳无功。,我可以研究岩心饼化前后的距离变化、研究不同的饼化厚度与矿物成分、力学强度之间的关系（这就涉及到另一个问题，微小的样本的力学强度测试是否合理？）,Andrew P. Bunger,,,,"标记: 非常重要，分析岩芯饼的厚度
评价: 没有尝试区分自然裂缝和钻井诱发的裂缝，因为声学井筒扫描表明，绝大多数岩心压裂是钻井诱发的。例如，即使在最浅、岩芯裂缝最少的区域，岩心也出现了 275 处裂缝，而在声学扫描的同一截面中可以看到 40 处。因此，作为上限，天然裂缝将占岩心中观察到的裂缝总数的 15% 以下。在许多情况下，它会明显减少。事实上，在井筒扫描中，相对于天然裂缝，岩心压裂的普遍性可能会使任何将岩心盘与天然裂缝联系起来的尝试都变得徒劳无功。
启发: 我可以研究岩心饼化前后的距离变化、研究不同的饼化厚度与矿物成分、力学强度之间的关系（这就涉及到另一个问题，微小的样本的力学强度测试是否合理？）
作者信息: Andrew P. Bunger"
279,通过实验室测试对钻孔引起的岩芯损伤进行定量研究 |Acta Geotechnica,https://link.springer.com/article/10.1007/s11440-023-01917-1?fromPaywallRec=false,10.1007/s11440-023-01917-1,link.springer.com,Springer,auto_pdf_candidate,article_candidate,研究非常全面，在不同围压下进行花岗岩钻孔，研究岩芯饼化情况。,研究工作量很大，围压钻孔试验+单轴压缩力学试验+显微镜下裂缝分析,他没考虑温度、原生层理分布的影响,"Zhiheng Chen, Guan Rong, Junsong Quan & Lida Xu",,,,"标记: 研究非常全面，在不同围压下进行花岗岩钻孔，研究岩芯饼化情况。
评价: 研究工作量很大，围压钻孔试验+单轴压缩力学试验+显微镜下裂缝分析
启发: 他没考虑温度、原生层理分布的影响
作者信息: Zhiheng Chen, Guan Rong, Junsong Quan & Lida Xu"
281,岩芯钻探引起的岩心直径变形和断裂的数值模拟 |阿拉伯地球科学杂志,https://link.springer.com/article/10.1007/s12517-021-09378-0?fromPaywallRec=false,10.1007/s12517-021-09378-0,link.springer.com,Springer,auto_pdf_candidate,article_candidate,结合DCDA的方法，通过abaqus数值模拟，研究了矿物各向异性对DCDA应力估计的影响,简单参考,如何模拟饼化的开裂？我记得有一篇类似论文,,,,,"标记: 结合DCDA的方法，通过abaqus数值模拟，研究了矿物各向异性对DCDA应力估计的影响
评价: 简单参考
启发: 如何模拟饼化的开裂？我记得有一篇类似论文"
