itemID,key,type,title,DOI,url,date,publicationTitle
417,XY9QYKEI,journalArticle,Deformation and instability failure of borehole at high temperature and high pressure in Hot Dry Rock exploitation,10.1016/j.renene.2014.11.086,https://www.sciencedirect.com/science/article/pii/S0960148114008179,2015-05-01 2015-05-01,Renewable Energy
421,WM3SD25P,journalArticle,THM (Thermo-hydro-mechanical) coupled mathematical model of fractured media and numerical simulation of a 3D enhanced geothermal system at 573 K and buried depth 6000–7000 M,10.1016/j.energy.2015.01.030,https://www.sciencedirect.com/science/article/pii/S0360544215000493,2015-03-15 2015-03-15,Energy
423,Y3HC6ZTA,journalArticle,Triaxial compression system for rock testing under high temperature and high pressure,10.1016/j.ijrmms.2012.02.011,https://www.sciencedirect.com/science/article/pii/S136516091200041X,2012-06-01 2012-06-01,International Journal of Rock Mechanics and Mining Sciences
425,J8P3TXYF,journalArticle,Development program of hot dry rock geothermal resource in the Yangbajing Basin of China,10.1016/j.renene.2011.09.005,https://www.sciencedirect.com/science/article/pii/S0960148111005234,2012-03-01 2012-03-01,Renewable Energy
437,4N3VWWPP,journalArticle,"Influence of different thermal cycling treatments on the physical, mechanical and transport properties of granite",10.1016/j.geothermics.2018.12.008,,2019-03-00 2019 MAR,Geothermics
438,MASKXNCF,journalArticle,Influence of Temperature on the Structure of Pore-Fracture of Sandstone,10.1007/s00603-019-01858-w,,2020-01-00 2020 JAN,Rock Mechanics and Rock Engineering
447,4AVSDVI8,journalArticle,Study on law of longitudinal wave velocity evolution of dry hot rock after thermal shock,10.13199/j.cnki.cst.2021.10.008,,2021-00-00 2021,Meitan Kexue Jishu/Coal Science and Technology (Peking)
450,K58I6CWI,journalArticle,Study on physical and mechanical properties of fracture granite filled with hydrothermal fluid with different types at room temperature,10.13722/j.cnki.jrme.2020.0458,,2021-00-00 2021,Chinese Journal of Rock Mechanics and Engineering
456,F5M2234Y,journalArticle,冷却介质对花岗岩热冲击破裂程度的影响研究,,https://link.cnki.net/doi/10.13722/j.cnki.jrme.2022.0849,2023-00-00 2023,岩石力学与工程学报
457,HQUCWF9E,journalArticle,干热岩体热冲击后纵波波速演化规律研究,,https://link.cnki.net/doi/10.13199/j.cnki.cst.2021.10.008,2021-00-00 2021,煤炭科学技术
458,J9763GIL,journalArticle,不同结构形式的后期热液充填裂隙花岗岩常温下物理力学性质研究,,https://link.cnki.net/doi/10.13722/j.cnki.jrme.2020.0458,2021-00-00 2021,岩石力学与工程学报
459,FM7JUW4B,journalArticle,高温三轴应力下裂隙后期充填花岗岩渗透特性试验研究,,https://link.cnki.net/doi/10.13722/j.cnki.jrme.2020.0491,2020-00-00 2020,岩石力学与工程学报
460,GGCHPI9B,journalArticle,热冲击作用下花岗岩力学特性及其随冷却温度演变规律试验研究,,https://link.cnki.net/doi/10.16285/j.rsm.2019.1672,2020-00-00 2020,岩土力学
462,LI9YMIEM,journalArticle,高温后花岗岩的物理力学特性试验研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnLgv90s7KxXJO81J4MklMrf_-KmI1c5zB7sFABjFVefqdR0S3DjhNgBQdQLSZJPDC3lPyW_hMvUohSholoEMvUKb2CECYpoZbc2V0ajQEZ9nCIf5EikDRlLvPw9GWVt0P4GjKA-tsIHzQ==&amp;uniplatform=NZKPT&amp;language=CHS,2020-00-00 2020,中南大学学报(自然科学版)
464,MEZYGNPJ,journalArticle,热冲击作用下花岗岩宏观力学参量与热冲击速度相关规律试验研究,,https://link.cnki.net/doi/10.13722/j.cnki.jrme.2019.0230,2019-00-00 2019,岩石力学与工程学报
465,MH7WVFVA,journalArticle,热破裂花岗岩渗透率变化的临界温度,,https://link.cnki.net/doi/10.13225/j.cnki.jccs.2013.1359,2014-00-00 2014,煤炭学报
466,73NX7ZN8,journalArticle,高温均匀压力花岗岩热破裂声发射特性实验研究,,https://link.cnki.net/doi/10.13225/j.cnki.jccs.2012.07.016,2012-00-00 2012,煤炭学报
467,CBTMMPEA,journalArticle,热力耦合作用鲁灰花岗岩蠕变声发射规律,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnLmvpekOAYHI1d9OXIvR7Ck8XdVATGrophQkPa9RiOPSJv5ZA8nYDQFHLV-KL2U4eJsHpSdcJkHr0z3OYTJ3aVP8cYFjBNoT3_FjICFLSKDhSivlzuaCmgR46S_LEFSCLI=&amp;uniplatform=NZKPT&amp;language=CHS,2012-00-00 2012,岩石力学与工程学报
468,X8VDMKZ8,journalArticle,高温岩体地热钻井施工关键技术研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnKFgC4uCQuzal1t6KnrB4bUaQ8b0EiGLrR03WyNTXF2UpKIG2nfs29odRNo73j3BJY8_cAVaShh1ir3JzH5zH_Ej80uKErkezKZ62sRg0rRoVF8JX6IT13CftkLxr5cby8=&amp;uniplatform=NZKPT&amp;language=CHS,2011-00-00 2011,岩石力学与工程学报
469,BYFEKKZM,journalArticle,温度、三轴应力条件下砂岩渗透率阶段特征分析,,https://link.cnki.net/doi/10.16285/j.rsm.2011.03.014,2011-00-00 2011,岩土力学
470,F7IFT795,journalArticle,岩石热破裂与渗透性相关规律的试验研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnIMM7s0rOCUctiLafnDSOM26eGkw8znIJ9TO_Ovovo7_KFo-PhSgnUODauuUZ2-Lojp6lUp1Ld16oU00NEAeo9s1G9yBpT2rU_fJcfjVSeXuxlaFAr8FuS86R85xit44Uk=&amp;uniplatform=NZKPT&amp;language=CHS,2010-00-00 2010,岩石力学与工程学报
471,XNWVYKND,journalArticle,西藏羊八井地区高温岩体地热开采方案研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnKbINBi13zXlunZGloa4LqmOdOmZ9rCn88V4w55_Y_mDr1gXCHiOZf3biUPaC-cv69vJt-CZnRouo-QhgQRXsBS9s3uqE5Rvi5RmXeYjlX7Xd47MNBMhVq-72p-HkVcMVk=&amp;uniplatform=NZKPT&amp;language=CHS,2010-00-00 2010,岩石力学与工程学报
472,P3JQXH49,journalArticle,高温4000m静水压力下钻进过程中花岗岩体变形特征,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnL-jVWKYAqKKxUxswZ-xYwUhrzFT0EtGwlkOHEIZFBbB91luqwy39j-YjztB8zWPJetUzhvCMX8Xo8C6K32GLzQb1sLlQ_tliP93Qj_Lr5WxoPmRpZl2_6mwQHA914nXBk=&amp;uniplatform=NZKPT&amp;language=CHS,2010-00-00 2010,岩石力学与工程学报
473,EHNXHHS4,journalArticle,花岗岩高温高压条件下冲击凿岩规律试验研究,,https://link.cnki.net/doi/10.13225/j.cnki.jccs.2010.06.009,2010-00-00 2010,煤炭学报
474,HLCWT48W,journalArticle,高温高压下花岗岩中钻孔围岩的热物理及力学特性试验研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnJjpMC7HtLLvx3moL-oZ9aVXVYcL1HscZqE6uBowZE9ZRoDRIYZGsnQgd06yAqdQ6G56mll2czwA3fijr8uK-GFr7XYycvlHf2Fs-WSv8_XYM2UfBHqdF5H_DK0j7A_j0o=&amp;uniplatform=NZKPT&amp;language=CHS,2010-00-00 2010,岩石力学与工程学报
475,Y55AYD74,journalArticle,花岗岩高温高压条件下冲击旋转破碎规律研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnJw1GgZB6VnyKlkltkKr9omgBXjWPnq9YTlqoKVKG8WX63uLxim91mv0IgFtCflsLTNHtiCrWouvxSpG34Fr6aRiWYgW6_0r7NAyUbenhYVTQIxeIUKmPU9dnn_po5jYvM=&amp;uniplatform=NZKPT&amp;language=CHS,2010-00-00 2010,岩土工程学报
476,7RKQ8QGS,journalArticle,600℃内高温状态花岗岩遇水冷却后力学特性试验研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnLh8s4xCy6XhdarJ-9gBdebIzUDym9WxH_8xhrDfUnIK6mKtMcK0JvkE2U1Mbzgsctt2ALDWqSqJMw6rlvPIQYf_9BpuG9G_v242OsSZzKgvDPF5ho8upwiAFfA-O4qOOA=&amp;uniplatform=NZKPT&amp;language=CHS,2010-00-00 2010,岩石力学与工程学报
477,F3XSJYAX,journalArticle,高温高压下花岗岩中钻孔变形规律实验研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnIEVg-UhMb4eAci9ym1OptZh1JMdFRtFVNojPFrouYba0rFsRuvIJ8QQEYLGjMkmj1umu6xR46H0eGmdHmEBljHpDJG0tyfa65ojLLX9vrycwxJ-qIqCrCZmuXowk3EYHU=&amp;uniplatform=NZKPT&amp;language=CHS,2010-00-00 2010,岩土工程学报
478,69WYQ5ZB,journalArticle,三维应力下热破裂对花岗岩渗流规律影响的试验研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnJTPff7hGBLAFHcrP_LT2TzgXOvEtci6GlDQip8gbMlc4ygFRuOEPFJ6tI4ll0z4jx519huKH7wfxKZ6PyaEFvezprvU5SsmBAjYPmP4o2mNvn2bmM98fYSO1PMtYF4qOQ=&amp;uniplatform=NZKPT&amp;language=CHS,2010-00-00 2010,岩石力学与工程学报
479,LFZ4EZ2K,journalArticle,高温三维应力下鲁灰花岗岩蠕变本构关系的研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnK5XIfc-oAujWjdFxqHcj8wGGZ_jHfvseBOUikw0kSVGOV9XZeVxuYEncQ8u0nNgayj6jbRBwJYkFuvFKzYvDgh0WBNojd2mK6fNOaSAXzMyMWJX3gtlUywmZoWukgSwww=&amp;uniplatform=NZKPT&amp;language=CHS,2009-00-00 2009,岩土工程学报
480,NW7NHGLY,journalArticle,中高温三轴应力下鲁灰花岗岩热破裂声发射特征的试验研究,,https://link.cnki.net/doi/10.16285/j.rsm.2009.11.039,2009-00-00 2009,岩土力学
481,84GGGZUR,journalArticle,高温作用下花岗岩三轴蠕变特征的实验研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnJt2OA1xAc9tpkzoi1mWuxSh4qV41RgyEEocNIaxm9iW4FV_BXmzxMeHvsYUFjBJ0mNjZU92Keg98RxvOYrhT55zwvmPuDLCfi2ZofIbYTwRwxskrl3lrFF6tAZ-Wo-xs1pZBKHHogF1g==&amp;uniplatform=NZKPT&amp;language=CHS,2009-00-00 2009,岩土工程学报
482,BXFMWZ86,journalArticle,高温高压条件下花岗岩切削破碎试验研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnISU3SVc2QBO-Vndq2EM4EWPfOLPrEaRLo9Abvvh6-orR81afqQw4jRr8IdtI5S2D47zo4QVFQdqjBmmPgPuIxqHWP2NaIICQctxHHeBSewD28Z3mJjWVBW0ftPLjSviUk=&amp;uniplatform=NZKPT&amp;language=CHS,2009-00-00 2009,岩石力学与工程学报
483,I46EYM9V,journalArticle,高温高压下花岗岩中钻孔变形失稳临界条件研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnKRVW9IptqIXrb0S4zrLi34ThESDKRGntu-MLOxtihdBTWEliFInLH2MnTGhGijEdY1bQl1FZBjdwNOyzkUCdykmtkq0O0YdE_ziPOhXspgtZGcRLkv_Jpr_jntK80ewtk=&amp;uniplatform=NZKPT&amp;language=CHS,2009-00-00 2009,岩石力学与工程学报
484,XYC5PJDR,journalArticle,高温三维应力下花岗岩三维蠕变的模型研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnK8Olnsy8v8k798WcPG0M9sFCo58l_z6rZmHUV2PdIy1TJsoi8DJxCG-H5ieYB52Y6HD74WR7x032tv-isxzX4deVLSm3Sl9j58UZsckSSO49FtSV-GqtVphNt9FSrWtkU=&amp;uniplatform=NZKPT&amp;language=CHS,2009-00-00 2009,岩石力学与工程学报
485,LB8KB498,journalArticle,热力耦合作用下花岗岩流变模型的本构关系研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnJIQvudC5WcrEt-ew__PxnmDWAD_LrHoxMu-eM2ChzDjcf6fDGtVZbXOE6FpvyaXgT1SwxbldS_ql9Q5LyWjz2OW8q_pr7mP9FwkXBbEhmyd1ZYlC52aBkw3u1TbRCDJOM=&amp;uniplatform=NZKPT&amp;language=CHS,2009-00-00 2009,岩石力学与工程学报
486,9ITBFZ6K,journalArticle,20MN伺服控制高温高压岩体三轴试验机的研制,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnLDlEeyvG1m1VUJ5ZnQPR2Qsmil2ux4JsR9p8jD9rmzohNqruaNNC8H9OcfN-3ZmryZZWLCGSarH5LCk0poMSkV-k_5L1hu7YWUsfmcyf2poLj4REAF0_K9Yu0333RGYes=&amp;uniplatform=NZKPT&amp;language=CHS,2008-00-00 2008,岩石力学与工程学报
487,E8QS5AI3,journalArticle,显微CT试验技术与花岗岩热破裂特征的细观研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnI9bUcM6QsX_y7-fuk9-cxyu43UMXeZeI8u3Mz2hXEmU4s-DJ-cBHbIigp2RBU3Fu2DuMowuZ1WonvpXw3Q0cvYc_CFo_0WKX5EOS5MDoj3tTHr9P1_9pbK70zsbEV5ZgU=&amp;uniplatform=NZKPT&amp;language=CHS,2008-00-00 2008,岩石力学与工程学报
488,VNS5A2ET,journalArticle,高温及三轴应力下花岗岩体力学特性的实验研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnLaq21P6OCPeGMrz1FgsaXkKodmeqS-JI0jQB1TtHfsdhu5-c7X_6g8fl_k8dsB5wTZ7IGpYkC6YCmqXHKx5RfOCqEo0INT3wvMbgVuwg9YESNXDlyle_zHN6myay16XHg=&amp;uniplatform=NZKPT&amp;language=CHS,2008-00-00 2008,岩石力学与工程学报
489,GNUI9MHG,journalArticle,岩石热破裂的声发射现象,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnL5H-aULPsdHJX1mRap6cn7iQPdYCE__MnHeEsUEL1aJb36Ze8hcZ4IpnJlKix7f0oqhJOMw59he36f1lkG9ToIEXjc8GUz2hFzjrVw5Yd1imuZxLHxcKGCWLvy72rKz9s=&amp;uniplatform=NZKPT&amp;language=CHS,2006-00-00 2006,岩土工程学报
490,GVV69MJR,journalArticle,,,,,
491,JHM6K8W2,book,砂岩的热破裂过程,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnKfEtiukECcQfKO200zS_V3skqvpG48dpMyujvKDiXi8OvvJeVOTL7PqimTUPG9En0iGmACJ-0FgocF3bccICvtjLTOuI1OLuRZooPhHkNJwFPyWvk_lMvhfE3bMsOuPto=&amp;uniplatform=NZKPT&amp;language=CHS,2005-00-00 2005,
492,WDLRFCGV,journalArticle,,,,,
493,5KUW8ZLP,book,高温岩体地热资源模拟与预测方法,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnKLBH26bKM9gBgTA39U9BqdYtwL7wS6lun1PVcSlUN0JrWhRWl1PkO0mBwmXd40MiLDTs_xziRNwNqHuNkJoVxhc6-NH-tLwrfBfwDvRmPxqR-JoaV8rif9uXqUsnmiot4=&amp;uniplatform=NZKPT&amp;language=CHS,2005-00-00 2005,
494,9VDC6H4Y,journalArticle,,,,,
495,F5LIMBHV,book,随机介质固热耦合模型与高温岩体地热开发人工储留层二次破裂数值模拟,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnLZs7OSeQfZESD3d91yycsbVnUBjRZfwi9YTv_PpvmLHSa-uwNoMjOe9AlJW9hoWQnj_SD_vHuMRg7HaTZGGZIZtsr1OpR1fxilB53VQavl6KcY1aKKArTOvzw65LAwLZQ=&amp;uniplatform=NZKPT&amp;language=CHS,2005-00-00 2005,
496,IXHJYEPU,journalArticle,,,,,
497,87DDY6LF,book,随机非均质热弹性力学模型与岩石热破裂门槛值的数值试验研究,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnKe5CBkMxO1Jl-ZEWC3z_mgHQf3kduhGnHLgXM6O7XEwWj47Ob_-OUxHIncXh4FyBOjPqchu5Dl_aiZWgRMqSZvtlR6OtvgONCyhvNojtsKytFxV8yy6vCW8S_0SSTXu_0=&amp;uniplatform=NZKPT&amp;language=CHS,2004-00-00 2004,
498,LW8NMUTI,journalArticle,,,,,
499,HNG35W5F,book,高温岩体地热开发的块裂介质固流热耦合三维数值模拟,,https://kns.cnki.net/kcms2/article/abstract?v=Y2wviAwYlnLEWmYk4rWUDO6_1V67iTgaRJuUc9DBiD3LcYtYVCYS-uvVqFvNrEnFm8fYJHTqgWffhoQ1qFCbzzvVjLeKYIXwUdbzeg0Worff7WyurgbgJdHxZ11yRWV5vmzKLugVDdQ=&amp;uniplatform=NZKPT&amp;language=CHS,2002-00-00 2002,
